p_value,significant,observed_band_fraction,surrogate_mean_fraction,enrichment,threshold_rule_flag
0.925,False,0.5265754070266977,0.5265754070266978,1.354051,False
0.35,False,0.44818595357931873,0.44818595357931895,1.1524782,False
0.775,False,0.33245906298452654,0.3324590629845263,0.85489476,False
0.85,False,0.2603790498214311,0.260379049821431,0.6695461,False
0.975,False,0.6182764861752106,0.6182764861752109,1.5898538,False
0.975,False,0.6171093078217271,0.6171093078217273,1.5868526,False
0.775,False,0.25117157523840317,0.2511715752384032,0.6458698,False
0.85,False,0.5376665176934238,0.5376665176934238,1.3825711,False
1.0,False,0.4050525670734739,0.405052567073474,1.0415637,False
0.95,False,0.36014559276579833,0.3601455927657984,0.9260887,False
0.775,False,0.5042494387882138,0.5042494387882142,1.2966415,False
0.45,False,0.3256366803467681,0.3256366803467683,0.83735144,False
0.775,False,0.33768045319159995,0.33768045319160006,0.8683212,False
0.775,False,0.4209304455461122,0.42093044554611225,1.0823926,False
0.825,False,0.2768027595763005,0.2768027595763005,0.7117785,False
0.75,False,0.35927318508590056,0.3592731850859004,0.92384535,False
0.65,False,0.19168428241187652,0.19168428241187652,0.49290243,False
0.975,False,0.40065599770256577,0.400655997702566,1.0302583,False
0.6,False,0.4109380289307143,0.410938028930714,1.0566978,False
0.95,False,0.47911317680265847,0.4791131768026584,1.2320054,False
0.575,False,0.6622145617194551,0.6622145617194554,1.7028375,False
0.725,False,0.47337899692658125,0.473378996926581,1.2172602,False
0.775,False,0.5179253989116132,0.5179253989116134,1.3318082,False
0.65,False,0.3434218982755893,0.3434218982755894,0.8830849,False
0.575,False,0.437767246874743,0.4377672468747431,1.1256872,False
0.75,False,0.32110949525457205,0.32110949525457183,0.8257101,False
0.75,False,0.5152588669992483,0.515258866999248,1.3249514,False
0.875,False,0.5277064323243531,0.5277064323243531,1.3569593,False
0.825,False,0.4922480270966289,0.49224802709662907,1.2657807,False
0.675,False,0.598852703575617,0.5988527035756166,1.539907,False
0.7,False,0.7100244578672973,0.7100244578672977,1.8257772,False
0.575,False,0.3664496417849383,0.36644964178493805,0.94229907,False
0.825,False,0.4542054747061375,0.4542054747061376,1.167957,False
0.8,False,0.7615287703384775,0.761528770338477,1.9582168,False
0.875,False,0.30291305793259476,0.30291305793259465,0.7789193,False
0.6,False,0.5900048947916401,0.5900048947916402,1.5171554,False
0.775,False,0.6344055311524585,0.6344055311524588,1.6313285,False
0.575,False,0.33425903767141074,0.3342590376714105,0.85952324,False
0.95,False,0.3258491576600625,0.32584915766006256,0.83789784,False
0.8,False,0.18779164159907907,0.18779164159907924,0.48289278,False
0.6,False,0.5201021095826245,0.5201021095826245,1.3374054,False
0.875,False,0.3913380983060095,0.3913380983060097,1.006298,False
0.75,False,0.11260904079137111,0.1126090407913711,0.2895661,False
0.525,False,0.5388773491997911,0.5388773491997907,1.3856846,False
0.525,False,0.43609088480516645,0.43609088480516633,1.1213765,False
0.675,False,0.6217407884708749,0.6217407884708746,1.598762,False
0.775,False,0.3059291847623541,0.30592918476235387,0.78667504,False
0.775,False,0.47222086075962755,0.4722208607596273,1.2142822,False
0.25,False,0.677755509320898,0.6777555093208982,1.7427999,False
0.775,False,0.4629730023899934,0.46297300238999367,1.190502,False
0.925,False,0.352485221844176,0.3524852218441762,0.90639055,False
0.975,False,0.7331083754975727,0.7331083754975725,1.8851358,False
0.925,False,0.6031165489456081,0.603116548945608,1.5508711,False
0.8,False,0.2734250312573619,0.27342503125736195,0.70309293,False
0.775,False,0.43101922190362196,0.43101922190362185,1.1083351,False
0.95,False,0.6295209093350536,0.6295209093350531,1.6187681,False
0.95,False,0.3942269323801439,0.3942269323801441,1.0137264,False
0.85,False,0.4348506068278955,0.4348506068278955,1.1181873,False
0.95,False,0.5370231501948884,0.5370231501948883,1.3809167,False
0.95,False,0.5574104705349675,0.557410470534968,1.4333413,False
0.725,False,0.6143441113708461,0.6143441113708464,1.579742,False
0.525,False,0.2558218511662726,0.2558218511662726,0.6578276,False
0.7,False,0.6149565616215085,0.614956561621508,1.5813168,False
0.35,False,0.3971114512601538,0.39711145126015357,1.0211437,False
0.625,False,0.28482533507465463,0.2848253350746545,0.732408,False
0.275,False,0.39138344860242136,0.3913834486024215,1.0064145,False
0.75,False,0.31307735194639874,0.31307735194639885,0.80505604,False
0.675,False,0.44993246373499524,0.44993246373499535,1.1569692,False
0.95,False,0.30271806395850676,0.30271806395850664,0.7784179,False
0.875,False,0.39047870894716585,0.3904787089471658,1.0040882,False
0.75,False,0.4702550349576984,0.47025503495769866,1.2092272,False
0.475,False,0.24766561696068384,0.24766561696068373,0.63685447,False
0.575,False,0.4073791766573896,0.40737917665738965,1.0475465,False
0.9,False,0.23312827938144287,0.233128279381443,0.5994727,False
1.0,False,0.5553631286140839,0.5553631286140838,1.4280766,False
0.8,False,0.16862171547615712,0.16862171547615723,0.4335987,False
0.5,False,0.21927640727548503,0.21927640727548509,0.5638536,False
0.775,False,0.24631262233194676,0.2463126223319468,0.6333753,False
0.825,False,0.5922704108942689,0.5922704108942689,1.522981,False
0.8,False,0.2375082618902315,0.23750826189023153,0.61073554,False
0.925,False,0.351724236176845,0.35172423617684473,0.9044337,False
0.325,False,0.5603979785603873,0.5603979785603873,1.4410233,False
0.575,False,0.4093372838464758,0.4093372838464759,1.0525815,False
0.4,False,0.30578370730327714,0.30578370730327714,0.78630096,False
0.45,False,0.6253730608563084,0.6253730608563082,1.6081022,False
1.0,False,0.6755885224059177,0.6755885224059173,1.7372277,False
0.475,False,0.24067977285972944,0.24067977285972944,0.6188908,False
0.925,False,0.510061336428549,0.5100613364285492,1.3115863,False
0.825,False,0.5302729629707085,0.5302729629707085,1.363559,False
0.95,False,0.7860972451664235,0.7860972451664238,2.0213928,True
0.725,False,0.4478308621867352,0.44783086218673535,1.1515651,False
0.175,False,0.640614266729878,0.6406142667298775,1.6472938,False
0.65,False,0.48894575904472265,0.48894575904472265,1.257289,False
0.825,False,0.4069306867450471,0.40693068674504734,1.0463932,False
0.95,False,0.4222436679652349,0.42224366796523494,1.0857694,False
0.875,False,0.49023794621183153,0.4902379462118313,1.2606119,False
0.6,False,0.37168530647828196,0.3716853064782821,0.9557622,False
0.95,False,0.3086371902672869,0.3086371902672872,0.79363847,False
0.925,False,0.1650505934058701,0.16505059340587014,0.4244158,False
0.575,False,0.19034584306809169,0.1903458430680916,0.48946074,False
0.95,False,0.4346037596080418,0.4346037596080416,1.1175525,False
0.75,False,0.3627656991497705,0.3627656991497705,0.9328261,False
0.975,False,0.4626810869804535,0.46268108698045335,1.1897514,False
0.975,False,0.5253786912889318,0.5253786912889319,1.3509737,False
0.775,False,0.286702189106706,0.28670218910670586,0.7372342,False
0.525,False,0.4272928966059604,0.4272928966059605,1.0987532,False
1.0,False,0.5029480103396152,0.5029480103396152,1.2932949,False
0.925,False,0.33395887562875365,0.33395887562875387,0.8587514,False
0.775,False,0.38611290242323637,0.3861129024232359,0.99286175,False
0.875,False,0.17815008164970783,0.1781500816497079,0.4581002,False
0.925,False,0.5866308676380945,0.5866308676380948,1.5084794,False
1.0,False,0.5731108773445652,0.573110877344565,1.4737136,False
0.7,False,0.4391233438121741,0.4391233438121739,1.1291744,False
0.575,False,0.38367344680502624,0.3836734468050265,0.98658884,False
0.85,False,0.465204168179897,0.46520416817989696,1.1962392,False
0.65,False,0.7691976190123823,0.7691976190123818,1.9779367,False
0.575,False,0.5610195056911967,0.5610195056911965,1.4426216,False
1.0,False,0.5035702262805288,0.5035702262805289,1.2948948,False
0.8,False,0.4123086526907809,0.4123086526907808,1.0602223,False
1.0,False,0.6516815590137945,0.651681559013795,1.6757526,False
0.95,False,0.5356554436361108,0.5356554436361106,1.3773997,False
0.95,False,0.6422309143314605,0.6422309143314602,1.6514509,False
0.8,False,0.34199180294011805,0.34199180294011805,0.87940747,False
1.0,False,0.3505648526681915,0.3505648526681918,0.9014525,False
0.45,False,0.3642627417313746,0.3642627417313747,0.9366756,False
1.0,False,0.5272529246772937,0.5272529246772937,1.3557932,False
0.9,False,0.6311248870245685,0.6311248870245689,1.6228926,False
0.85,False,0.6892312161574546,0.6892312161574551,1.7723088,False
1.0,False,0.47023514252178344,0.47023514252178344,1.2091761,False
0.875,False,0.41408646522886516,0.4140864652288649,1.0647938,False
0.825,False,0.5422436509147305,0.5422436509147308,1.3943409,False
0.75,False,0.5247919670219017,0.5247919670219013,1.349465,False
0.975,False,0.6230084029768711,0.6230084029768717,1.6020216,False
0.975,False,0.5447093801884046,0.5447093801884045,1.4006813,False
0.55,False,0.6590433491926985,0.6590433491926989,1.694683,False
0.9,False,0.5065513986967244,0.5065513986967244,1.3025607,False
0.925,False,0.8644496190352351,0.864449619035235,2.2228703,True
0.875,False,0.6751547349002477,0.6751547349002474,1.7361121,False
1.0,False,0.5820285664197326,0.5820285664197328,1.4966449,False
0.675,False,0.5733440814613496,0.57334408146135,1.4743134,False
0.45,False,0.6384885163750208,0.6384885163750204,1.6418276,False
0.9,False,0.6078688842549743,0.6078688842549741,1.5630914,False
1.0,False,0.4788713156613662,0.4788713156613664,1.2313833,False
0.85,False,0.5669170921588971,0.566917092158897,1.4577868,False
0.775,False,0.46198571506388897,0.4619857150638892,1.1879632,False
0.75,False,0.5684339366275447,0.5684339366275449,1.4616872,False
0.9,False,0.5694660235230555,0.5694660235230556,1.4643412,False
0.875,False,0.7906579891581218,0.7906579891581211,2.0331206,True
0.825,False,0.50359839238913,0.5035983923891296,1.2949673,False
0.75,False,0.5661945840037347,0.5661945840037351,1.4559289,False
0.575,False,0.45130084794555614,0.45130084794555586,1.1604879,False
0.775,False,0.6100921665059995,0.6100921665059997,1.5688084,False
0.725,False,0.5223413657419574,0.5223413657419573,1.3431635,False
