p_value,significant,observed_band_fraction,surrogate_mean_fraction,ar1_coefficient,enrichment,threshold_rule_flag
0.26,False,0.5289250568128875,0.43595477271346506,0.10736320104466959,1.360093,False
0.075,False,0.59167343862053,0.4071566139969957,0.05120742526947702,1.521446,False
0.155,False,0.5953466905882155,0.46638756558873545,0.19262681429820716,1.5308915,False
0.18,False,0.5473629121973851,0.4443735641154416,0.09583394289433736,1.4075047,False
0.245,False,0.5859122059922253,0.47750761513970036,0.23903556253589014,1.5066314,False
0.99,False,0.24100020573157874,0.5119906396655887,0.32207911267252304,0.6197148,False
0.145,False,0.59311895071118,0.4729940695396688,0.22636452584583977,1.525163,False
0.11,False,0.5712869714310994,0.43436349020222226,0.12402535288742571,1.4690236,False
0.355,False,0.5265199022465852,0.4702821234146122,0.21310568727732507,1.3539083,False
0.895,False,0.31723966760034006,0.4959986640887191,0.5449390435813547,0.8157591,False
0.28,False,0.5081488634678284,0.433913036480529,0.11585391793457399,1.3066685,False
0.065,False,0.6500602257355839,0.454574386333722,0.14852437474405533,1.6715834,False
1.0,False,0.1677961578420424,0.5008622991171907,0.34160209838752115,0.43147585,False
0.995,False,0.1603939767102024,0.4671479733592351,0.22187297535534645,0.41244164,False
0.075,False,0.6768514865030342,0.47208807786431306,0.2114721307988674,1.7404753,False
0.055,False,0.6448398666046126,0.44455710105945684,0.18622539153191262,1.6581596,False
0.405,False,0.48315915965461675,0.443586034456322,0.0849856388258271,1.2424092,False
0.915,False,0.34259787813942105,0.5189408586842003,0.43406837743284354,0.88096595,False
0.955,False,0.27401244517555995,0.49383304296930397,0.4906770334622174,0.70460343,False
0.88,False,0.27645632524345115,0.4720525561913233,0.6367247878163382,0.7108877,False
0.185,False,0.5428904596178028,0.4304263410025868,0.08562868134286968,1.3960041,False
0.13,False,0.574598506350602,0.43325950404351043,0.15338758566232172,1.4775391,False
0.045,True,0.683752462312913,0.4823622713826375,0.22290495724865872,1.7582207,False
0.495,False,0.5268412306926675,0.5116625032351035,0.391578372639684,1.3547345,False
0.595,False,0.407802696092675,0.43598981547348725,0.1533517529650901,1.0486355,False
0.765,False,0.3637774464112178,0.46191396380755173,0.23379267649388424,0.9354277,False
0.42,False,0.42778203395181286,0.40237789815012426,-0.016768805997720678,1.100011,False
0.255,False,0.4857549581615232,0.4106241265328223,0.01080357089243919,1.2490842,False
0.205,False,0.5164253093349358,0.4086053528602371,0.0463902335590001,1.3279508,False
0.02,True,0.7151967938285112,0.479525638461857,0.3120796462551465,1.8390775,False
0.925,False,0.2532006746778702,0.4328431947301436,0.07930134852884199,0.65108746,False
0.97,False,0.2303554058882186,0.494186925965144,0.4218342995871755,0.5923425,False
0.87,False,0.33569394962854915,0.5127387040577516,0.45444317262490697,0.863213,False
0.985,False,0.21700478541841037,0.4842998818956006,0.39412334921111664,0.5580123,False
0.06,False,0.6717581551329282,0.478297943065342,0.24933431058110445,1.7273781,False
0.655,False,0.43591182851421983,0.4853010771336091,0.33336489485876425,1.1209161,False
1.0,False,0.12498814366341224,0.47975498276590844,0.27807582704172185,0.32139808,False
0.89,False,0.322031518470095,0.4783217236822733,0.26877302715316304,0.8280811,False
0.11,False,0.5834846321683993,0.42825271738330545,0.09611044558740221,1.5003891,False
0.775,False,0.36711127486891354,0.5036305773709351,0.5656945676444765,0.9440004,False
0.89,False,0.322205334323175,0.4936467266175004,0.5338859538085521,0.828528,False
0.84,False,0.35093113144074667,0.4827870994221734,0.26271286322844956,0.90239435,False
0.9,False,0.338381824776859,0.5207904510469441,0.4207177668422033,0.8701247,False
0.88,False,0.3298447606711424,0.5012271007323164,0.565557797556595,0.84817225,False
0.6,False,0.47375593843572816,0.5083580843254996,0.43733530227693435,1.2182295,False
0.905,False,0.284931059539399,0.4529158580660082,0.15669248500030536,0.73267984,False
0.71,False,0.39147049741008955,0.4710672109835398,0.22696182225609463,1.0066384,False
0.785,False,0.3866970656832075,0.4815331114134199,0.3404368541901091,0.9943639,False
0.955,False,0.3171423256152401,0.5060192373195022,0.3544375509387081,0.81550884,False
0.52,False,0.4412446383720291,0.44019234931323126,0.08334992150336468,1.134629,False
0.935,False,0.3089563505788068,0.5126808466797442,0.4450769649770291,0.79445916,False
0.805,False,0.37710287767352135,0.49310296767558476,0.3281465381883277,0.9696931,False
0.33,False,0.5191665703365201,0.46039064779867045,0.15332240933465585,1.3349998,False
0.825,False,0.3441991947255807,0.4638643107956996,0.1712729594644656,0.8850836,False
0.855,False,0.3476880514820046,0.46859026531026854,0.17821977646158166,0.894055,False
0.29,False,0.5841211683567238,0.5100203776148144,0.4080196347106954,1.5020258,False
0.87,False,0.3841706264016599,0.5123526594015304,0.38045597315772,0.9878673,False
0.675,False,0.4557498146857196,0.5083624366946078,0.5352622777344886,1.171928,False
0.92,False,0.31162040172966493,0.498949748795387,0.2916218190156014,0.8013096,False
0.07,False,0.6703001364148633,0.46815121330943166,0.2171913311612033,1.7236289,False
0.915,False,0.30150800279151824,0.5075744039473004,0.5951828156161941,0.7753063,False
0.925,False,0.3148648946253806,0.5039384189888503,0.39859300146659454,0.80965257,False
0.8,False,0.3860160840015292,0.5051710720592825,0.5360142683999163,0.9926128,False
0.955,False,0.30183537625220075,0.502975214578892,0.36611656084540545,0.7761481,False
0.09,False,0.6011600355977439,0.44441519750437125,0.16120858254576767,1.5458401,False
0.255,False,0.4709960954897421,0.39227835240178577,0.004358130960916167,1.2111328,False
0.705,False,0.4326339804385351,0.49815648730169554,0.3441371750023823,1.1124874,False
0.025,True,0.6897419786668273,0.46138749737632684,0.1656817135742115,1.7736223,False
0.125,False,0.5722123544372847,0.4348648720990361,0.1054800140126778,1.4714032,False
0.095,False,0.5856820359035582,0.42494933049281397,0.08628713402975134,1.5060395,False
0.85,False,0.29745983291850636,0.432678104502647,0.1213185530505274,0.7648967,False
0.965,False,0.26616707830023434,0.47188027787392145,0.21726812794002143,0.68442965,False
0.035,True,0.6647201019071494,0.4358181946114004,0.11504751642294775,1.7092803,False
0.315,False,0.45924234105935585,0.4061366858868362,0.015275893813178992,1.1809089,False
0.54,False,0.4063532630119931,0.4251441552834216,0.10491641391632175,1.0449084,False
0.235,False,0.5557483438580327,0.47254467858181715,0.2139607256343026,1.4290671,False
0.265,False,0.513148589860031,0.4303190790991469,0.10448623845225163,1.319525,False
0.91,False,0.30546076573377523,0.5014306220272317,0.47693391629918125,0.78547055,False
1.0,False,0.1497419142322638,0.5043561452133345,0.4960977994268494,0.38505062,False
0.855,False,0.3624212128897323,0.4979990439692749,0.3612730822086731,0.93194026,False
0.1,False,0.588753438153173,0.42934567285099945,0.09271897326129769,1.5139374,False
0.19,False,0.5525467087084383,0.4461141400020213,0.1532270339441871,1.4208344,False
0.515,False,0.4825014240007223,0.4936306138586502,0.2876376226325412,1.2407179,False
0.84,False,0.35656620068995476,0.47806768607064526,0.28164058093328265,0.91688454,False
0.32,False,0.5675998770787091,0.5070317264446216,0.3295606238742909,1.4595425,False
0.14,False,0.562347533750563,0.43461129490903155,0.12222192244318134,1.4460365,False
0.69,False,0.4395213459791317,0.5062986179778249,0.5518762919576452,1.1301978,False
0.085,False,0.6160112426344384,0.45085820890078615,0.18121684451710535,1.584029,False
0.87,False,0.3100382554802999,0.4712865704664346,0.2424206082551467,0.7972412,False
0.12,False,0.5738359050927322,0.44037635281035686,0.13073184144851002,1.4755781,False
0.205,False,0.5219795470491654,0.43621581962169587,0.11108645128392991,1.3422331,False
0.985,False,0.25581238317328053,0.49741012804695767,0.33443507870008393,0.6578033,False
0.845,False,0.36314692934171405,0.5095251225316179,0.43222688816009486,0.9338064,False
0.545,False,0.4806449426968068,0.48923625537868753,0.2976146900939342,1.2359442,False
0.26,False,0.5793897904067211,0.4986147634803059,0.32454714909216686,1.4898595,False
0.28,False,0.565025531555839,0.48595472032233095,0.3088345611771199,1.4529228,False
0.815,False,0.3683187428688317,0.4835474980660263,0.4166239811624848,0.94710535,False
0.705,False,0.4258871875292766,0.4915359223607612,0.37639528432015157,1.0951384,False
0.54,False,0.473626625387135,0.48492327667808266,0.2712872827346605,1.217897,False
0.025,True,0.7172527151768774,0.4886046804953949,0.27996194548346715,1.8443642,False
0.67,False,0.410202900188583,0.46916028666137255,0.19939306572266993,1.0548074,False
1.0,False,0.16231679188185213,0.49435826565194213,0.6138950267367995,0.41738603,False
0.525,False,0.5113998910859946,0.519218609139559,0.4199451256194328,1.3150283,False
0.32,False,0.43277960445671165,0.386005715543908,-0.04860470435031106,1.1128619,False
0.99,False,0.24024750714809825,0.4957998448770652,0.2941038929507547,0.6177793,False
0.865,False,0.33245906298452654,0.5043604306865935,0.5271184181026205,0.85489476,False
0.21,False,0.6101776401435791,0.5118883112045072,0.3940982215867843,1.5690283,False
0.2,False,0.502208064092218,0.4005153066749808,0.002911331755506456,1.2913922,False
0.49,False,0.46941879171659495,0.4608865263977893,0.17164314907368738,1.2070769,False
0.935,False,0.31075872706505137,0.4739675957886662,0.2821016421795969,0.79909384,False
0.925,False,0.2938500885006014,0.49353899077168384,0.5236887514622016,0.7556145,False
0.425,False,0.4481290070304927,0.42526039476423605,0.09296286172765447,1.1523317,False
0.11,False,0.6379782665142372,0.4880074029701356,0.3617234503730793,1.6405156,False
0.085,False,0.6744992697966127,0.4873834924225701,0.2522281711801566,1.7344267,False
0.995,False,0.1723255464550957,0.48458128636213704,0.26238243083000573,0.44312283,False
0.99,False,0.23406522981817623,0.4997893135232673,0.4972759410952724,0.60188204,False
0.965,False,0.19841559081839139,0.4457218041056073,0.7124139224986028,0.5102115,False
0.94,False,0.25117157523840317,0.4722484282700347,0.6840895452328364,0.6458698,False
0.93,False,0.27177390494376247,0.4943635523312519,0.6388513982764714,0.6988472,False
0.825,False,0.3778231653514741,0.5135485910620148,0.47064542877300297,0.9715453,False
1.0,False,0.20421476033836045,0.4976011908989898,0.6251743353445848,0.52512366,False
0.965,False,0.28475016669182557,0.4843405742061041,0.2523846239662414,0.7322147,False
0.16,False,0.524577576716043,0.4060469605441772,0.0042889722134626124,1.3489138,False
0.97,False,0.2709583330325855,0.4749726142079754,0.21965420735492103,0.69675,False
0.89,False,0.33687830548907627,0.5094655348186272,0.38170431754944656,0.8662585,False
0.28,False,0.5049040668950624,0.4500304235782086,0.13699842409359517,1.2983247,False
0.26,False,0.5117404796645844,0.4283475555835067,0.09160204582304836,1.3159041,False
0.81,False,0.38126063147349093,0.5001658425941936,0.34370664031053993,0.98038447,False
1.0,False,0.1175628742568799,0.515919782349456,0.5366367304563836,0.30230454,False
0.78,False,0.3913882621827593,0.49699432581878644,0.4596605585336363,1.0064269,False
0.8,False,0.3852206830729425,0.4993658879229753,0.5395909114254551,0.99056745,False
0.7,False,0.4136638879478881,0.48933678149022697,0.45534683236070994,1.0637071,False
0.695,False,0.4327082860785589,0.4968993116711972,0.5247468637644152,1.1126784,False
0.99,False,0.2092597624019339,0.5088675181509819,0.5103642961339871,0.53809655,False
0.58,False,0.43350032729422205,0.4632195472567514,0.2226121500330833,1.1147151,False
0.985,False,0.2551582360191118,0.5193538846347068,0.3471828639628719,0.6561212,False
0.85,False,0.36014559276579833,0.490380980392454,0.2932464903376223,0.9260887,False
0.985,False,0.22497734176594686,0.5080074801955805,0.36692328150141795,0.57851315,False
0.925,False,0.2858098012838074,0.49434030271333146,0.4185597956435628,0.7349395,False
0.82,False,0.3408925822415888,0.4535568177047073,0.1691636238309671,0.87658095,False
0.29,False,0.5439764263661045,0.4783464751390536,0.22188673956942465,1.3987966,False
0.195,False,0.5376035016999466,0.439427433792453,0.15208494066383557,1.382409,False
0.94,False,0.24833108925299044,0.4923456692531022,0.5763412377588083,0.63856566,False
0.655,False,0.45027106972372494,0.5064581802125587,0.5365037563437327,1.1578399,False
0.935,False,0.30219576519018343,0.5127303240289213,0.4607738627942445,0.7770748,False
0.945,False,0.2690171357179333,0.49825594018935804,0.6022679483151628,0.69175833,False
0.085,False,0.5625280635569625,0.38197562879485886,-0.01650383762615953,1.4465008,False
0.895,False,0.33922157385665774,0.5049453190998389,0.5846873577410808,0.87228405,False
0.51,False,0.47420064724872263,0.4876126528874548,0.5205591399881042,1.2193731,False
0.99,False,0.1800097306781378,0.49102602114996763,0.5247732193207583,0.46288216,False
0.905,False,0.299217951242858,0.4675524868076389,0.24418953917822706,0.7694176,False
0.835,False,0.2688300695764939,0.3783875849630218,-0.06749671968870602,0.6912773,False
0.82,False,0.37487023828489524,0.5165723787653407,0.5098993875293255,0.96395206,False
0.925,False,0.2635735789083197,0.4375128471419047,0.17851998976495054,0.67776066,False
0.905,False,0.323472651657316,0.48805494866876903,0.3431340067217984,0.8317868,False
0.01,True,0.7536562984100782,0.48437061097581025,0.2563631630600135,1.9379734,False
0.82,False,0.355314448125466,0.4885502113873307,0.5529572341318207,0.9136657,False
1.0,False,0.1915899426534457,0.4351419983252291,0.09908204369211075,0.49265987,False
0.375,False,0.38153631672567656,0.3440415530756085,-0.12352255964851289,0.9810934,False
0.78,False,0.28011054722455125,0.37349582217878113,-0.07291693585510665,0.7202843,False
0.055,False,0.6182979138054775,0.41209197248699064,0.03910658166905597,1.589909,False
0.27,False,0.49062202405035793,0.39733083798789637,0.014673455044197564,1.2615995,False
0.655,False,0.34318963737233343,0.38213424029735504,-0.047756565684214235,0.88248765,False
0.7,False,0.36047485503528226,0.43041700770371666,0.08501118408319477,0.9269353,False
0.26,False,0.5291987472321994,0.4606346703107194,0.1409035905690023,1.3607968,False
0.025,True,0.7258168742266644,0.4884376698356366,0.2886920277541806,1.8663863,False
0.17,False,0.5807750210522756,0.4636785179400533,0.157210551584893,1.4934214,False
0.04,True,0.6276563437793014,0.4126791283229771,0.04618777264398231,1.6139735,False
0.635,False,0.419657264273889,0.4622466712757344,0.21638018829176334,1.0791187,False
0.315,False,0.5193940066460673,0.4546992655959218,0.1465004291821269,1.3355846,False
0.985,False,0.22805683517147912,0.5055261388163984,0.3970760832219373,0.58643186,False
0.145,False,0.5610400287140982,0.4373497773064048,0.12243539353717668,1.4426744,False
0.025,True,0.688954845631948,0.4553754522664651,0.1626543373955124,1.7715982,False
0.365,False,0.489064665679585,0.4511018796327869,0.15320586260761743,1.2575948,False
0.91,False,0.3434218982755893,0.5000771857077004,0.43330613443369725,0.8830849,False
0.93,False,0.28888603024981174,0.49856136996140027,0.3646052683644284,0.74284977,False
0.38,False,0.4815483670580316,0.45382444438521835,0.15806530732778143,1.2382672,False
0.19,False,0.5859269282181708,0.4824535137271526,0.22713186531594692,1.5066693,False
0.28,False,0.5026476207716319,0.43329873802857644,0.08285057435237239,1.2925224,False
0.075,False,0.6093650198433351,0.438921765594965,0.0743348336005266,1.5669386,False
0.915,False,0.34045676082441256,0.4781724615936063,0.2712082842597799,0.87546027,False
0.9,False,0.31705308988906206,0.48056692062248885,0.24619892102764956,0.81527936,False
0.065,False,0.6358508570488123,0.44913249208858685,0.1669359642584517,1.635045,False
0.995,False,0.2094962443832203,0.4888667487444175,0.6361151868904408,0.53870463,False
0.465,False,0.2908298668237379,0.2924551271099393,-0.24069488890143254,0.7478482,False
0.44,False,0.48838267907164545,0.4677460444313041,0.18275324574397597,1.2558411,False
0.98,False,0.25307963637274444,0.4808284683207517,0.233702913416399,0.6507762,False
0.765,False,0.3403957352628603,0.4424204479257146,0.12034870917493319,0.8753033,False
0.145,False,0.5690630082915015,0.43271098045229955,0.12765570448569732,1.4633049,False
0.13,False,0.5933489427171967,0.4474559379717978,0.18632877597475112,1.5257545,False
0.275,False,0.5378640603458156,0.44843565861224655,0.11586915466974189,1.383079,False
0.36,False,0.5021126416784405,0.4525676156136295,0.1374773948718265,1.2911468,False
0.36,False,0.4820776951434829,0.4295950503518578,0.06848419752828531,1.2396283,False
0.905,False,0.3528811567201662,0.5223712496304428,0.43956180226763353,0.9074087,False
0.385,False,0.37633993261436804,0.3538200847157487,-0.10453111384698566,0.96773124,False
0.015,True,0.59322958998673,0.3737650622612874,-0.04594973177352113,1.5254475,False
0.12,False,0.6199757270885597,0.4523720022402172,0.10674259111303117,1.5942233,False
0.135,False,0.5061202468780666,0.3708495323887111,-0.0259519395436313,1.301452,False
0.215,False,0.4304196746284705,0.3507863709285394,-0.10210296489807984,1.1067934,False
0.105,False,0.6118818122250909,0.45751751487152287,0.19366333397364793,1.5734104,False
0.97,False,0.29096193446995516,0.49258794158514135,0.29063999097309035,0.74818784,False
0.455,False,0.5048448853397454,0.4837720002532405,0.2509092922189768,1.2981726,False
0.395,False,0.40543321621823347,0.37739546857993966,-0.027705735311054195,1.0425426,False
0.145,False,0.6331369561008369,0.4879969368473946,0.2513696656946406,1.6280664,False
0.92,False,0.2646765148558218,0.4921849752378531,0.4499621744072767,0.68059677,False
0.765,False,0.3827383164451612,0.4960261650806877,0.37456301203334325,0.98418427,False
0.185,False,0.5468681008574432,0.4334040793075094,0.10251966017357003,1.4062322,False
0.925,False,0.27715986503457685,0.4284620449791274,0.06865683064537623,0.7126968,False
0.145,False,0.5354989735523377,0.4292747649659105,0.10292794322940349,1.3769974,False
0.545,False,0.47664896538872453,0.49404028611383605,0.27028431285951593,1.2256688,False
0.075,False,0.5809306425856618,0.40946170009051713,0.04678174302594787,1.4938216,False
0.25,False,0.5616789645620074,0.4784162993829962,0.2572829179962442,1.4443173,False
0.14,False,0.3984121628061371,0.2743253933685798,-0.2959207357150947,1.0244884,False
0.385,False,0.35037279857230635,0.32704419612940033,-0.10230179376889534,0.9009586,False
0.995,False,0.20014604666578867,0.516168837126476,0.4885496024594321,0.51466125,False
0.96,False,0.23871667199397756,0.49656902367059186,0.6007894531509665,0.61384284,False
0.035,True,0.6948467425471999,0.4633463986306304,0.19353559081214422,1.7867488,False
0.055,False,0.6742746535047194,0.46997750630945295,0.17464743441453565,1.7338492,False
0.4,False,0.5209661674321652,0.490750206708916,0.29767954410855774,1.3396273,False
0.315,False,0.48306917699747937,0.4374502548643672,0.10407532529621931,1.2421778,False
0.235,False,0.5205794699419191,0.4370408288171829,0.10222366203054603,1.338633,False
0.05,False,0.7132661624936611,0.5040311510088038,0.25666888050427716,1.834113,False
0.695,False,0.438666635848515,0.504113659774657,0.3760381250602281,1.1279999,False
0.145,False,0.5372421816492624,0.4215723936981536,0.03974119179200705,1.3814799,False
0.255,False,0.5404545414830829,0.45449403050449755,0.19025766906744238,1.3897402,False
0.59,False,0.4292223303302088,0.4694960536628021,0.1700741393935483,1.1037146,False
0.5,False,0.48480444426462554,0.484067637867678,0.2627270805191614,1.24664,False
0.075,False,0.6559021893488439,0.4799488816231079,0.2795872382981225,1.6866056,False
0.255,False,0.5486384206390452,0.46533373657911287,0.22084046771441576,1.4107845,False
0.985,False,0.2288410466258862,0.5115733265942578,0.4550496509251551,0.5884484,False
0.83,False,0.3096193906592959,0.4305730189677333,0.11516818661615298,0.79616416,False
0.955,False,0.2917660321472657,0.5264191672037558,0.5072473905044007,0.7502555,False
0.345,False,0.4870584052290605,0.4411869839718131,0.13129534189518963,1.2524359,False
0.06,False,0.5774647659104621,0.39244101953129135,-0.018784513754409857,1.4849094,False
0.91,False,0.33516639528174347,0.5063505245570528,0.37299963700211436,0.86185646,False
0.22,False,0.4785075194676998,0.38470622859915,0.0027724549752819417,1.2304479,False
0.99,False,0.15887517993324085,0.49436276013236974,0.49746081453073415,0.40853617,False
0.35,False,0.4573221455454862,0.41235596031890304,0.056216113412916546,1.1759713,False
0.205,False,0.5667418487996477,0.458037644536874,0.15629740082854807,1.4573362,False
0.195,False,0.565815169467696,0.4374554677935283,0.08640483409686914,1.4549533,False
0.255,False,0.4687452810350417,0.38058208845011493,-0.05515962658786184,1.205345,False
0.485,False,0.41196959434654973,0.405196534452026,-0.009322506109438279,1.0593504,False
0.14,False,0.5330428187842301,0.4040424929841922,0.023195352901401692,1.3706815,False
0.895,False,0.2824151314068691,0.40959947306956446,0.009864514753592329,0.72621036,False
0.3,False,0.4710622274757962,0.3990064338653751,0.025600510575371202,1.2113029,False
0.275,False,0.46070993741753635,0.38131899431106137,-0.0614236581157275,1.1846827,False
0.06,False,0.6241050743473219,0.4446458210036643,0.13694526721444758,1.6048416,False
0.315,False,0.5790885859482843,0.5042064035229094,0.3416829621076855,1.489085,False
0.23,False,0.5469832092935084,0.4564859375165685,0.12670945210392057,1.4065282,False
0.33,False,0.47331573505756575,0.4159854579510931,0.04109115746772449,1.2170976,False
0.03,True,0.6854699624503697,0.4406228156474868,0.15758191363772087,1.762637,False
0.865,False,0.34090249849963117,0.4978552018981812,0.40650039006266714,0.8766064,False
0.48,False,0.372008117150888,0.37012056042229363,-0.08436393003025303,0.9565923,False
0.15,False,0.516840300598606,0.40040194928594414,0.018267564730052106,1.3290179,False
0.585,False,0.4430740548731654,0.4595097983633515,0.19542905226838544,1.1393332,False
0.005,True,0.7450602833324903,0.47206863226357565,0.25762270491594635,1.9158694,False
0.12,False,0.5918865647922046,0.4501651719318589,0.1604408955977684,1.521994,False
0.98,False,0.24872193921036553,0.5170683689178873,0.4515671914553285,0.6395707,False
0.02,True,0.7651616420616801,0.4765917344248638,0.3393111935628048,1.9675585,False
0.975,False,0.23514453502593305,0.5035618874956775,0.3955344625743188,0.60465735,False
0.975,False,0.25282280120253353,0.5092126636869652,0.4866405213758031,0.6501158,False
0.995,False,0.16505855948458562,0.5200270751473047,0.4123939356962579,0.4244363,False
0.94,False,0.2966221098358052,0.4794755737553652,0.22599065589933628,0.7627426,False
0.13,False,0.6173753255440229,0.45325202708498535,0.16972620011226916,1.5875366,False
0.485,False,0.45782750953905166,0.4588449025314866,0.2273006810105743,1.1772708,False
0.525,False,0.451948099511065,0.44645100403930704,0.10311442264634325,1.1621523,False
0.04,True,0.6757107150414511,0.46531375115491125,0.21951449922808886,1.7375418,False
1.0,False,0.22381720916033454,0.5216155123181422,0.3912835512759216,0.57553,False
0.49,False,0.49195172654562186,0.4834048041680274,0.25479223980907045,1.2650187,False
0.79,False,0.39998100812202175,0.5112641557671604,0.44547539833344485,1.0285226,False
0.255,False,0.5013447562771586,0.4091828500694738,0.018163560877653754,1.2891722,False
0.485,False,0.47638392626465326,0.47178484697116924,0.19057026174595454,1.2249873,False
0.04,True,0.7010279771259431,0.49120842401002546,0.30933272893123126,1.8026434,False
0.18,False,0.569827213321858,0.45645387983123237,0.18232814420207802,1.4652699,False
0.985,False,0.18347115106221443,0.5040151824719457,0.48311888791618557,0.47178295,False
0.255,False,0.6143441113708461,0.5144222438550968,0.5365130818607532,1.579742,False
0.96,False,0.2493840675863924,0.5078904488127576,0.4497580253067905,0.6412733,False
0.12,False,0.5943102227840917,0.4573360866299939,0.1975338407280162,1.5282263,False
0.995,False,0.13011425253337439,0.4837444171974817,0.5939133341594879,0.3345795,False
0.235,False,0.3541257445161836,0.29228128466094416,-0.21900222677415312,0.91060907,False
0.235,False,0.5139128194990928,0.4293822661210417,0.08310352042535309,1.32149,False
0.165,False,0.563567892036328,0.4463380105349351,0.14479319615787312,1.4491745,False
0.17,False,0.6212443809544579,0.48685312484664894,0.23225721173985622,1.5974855,False
0.975,False,0.2598704323918052,0.5060595744016425,0.3760762603514341,0.6682383,False
0.68,False,0.4133452049229503,0.4907591166011179,0.6247132282043922,1.0628877,False
0.99,False,0.2245284573939388,0.5052476536732659,0.41532696925938517,0.5773589,False
0.96,False,0.23469743553646913,0.5109808724488716,0.5045223209609102,0.6035077,False
0.47,False,0.47143783974380643,0.469913247911235,0.26583998888203997,1.2122687,False
0.78,False,0.4142265217607779,0.5132726217376592,0.40231123307117217,1.065154,False
1.0,False,0.13250408570315356,0.5021723057393096,0.4319136454457419,0.3407248,False
0.76,False,0.37578506093077163,0.4879180792580154,0.5410024297485534,0.9663044,False
0.95,False,0.23759986358290225,0.44261179336829626,0.1657326154985648,0.6109711,False
0.975,False,0.2559727371534194,0.5118454912286646,0.4115075919918857,0.6582156,False
0.76,False,0.387952208912142,0.47675461173480954,0.2440029985236566,0.9975914,False
0.335,False,0.49950027985921913,0.4506237277578166,0.1621221969320893,1.2844293,False
0.235,False,0.513309594321006,0.41388219329607545,0.044293143972475114,1.3199389,False
0.19,False,0.611263247436953,0.48952263358850623,0.2505392670720002,1.5718198,False
0.69,False,0.3340244085660148,0.38792467271817294,-0.0027038445652711428,0.8589199,False
0.25,False,0.6086445586517373,0.513008386959704,0.5140744961343968,1.565086,False
0.905,False,0.29626331783281845,0.49018079866837466,0.5420837219551291,0.76181996,False
0.77,False,0.39805703782743496,0.4815374108897343,0.2477974817077624,1.0235752,False
0.96,False,0.29434967436031434,0.49893122361493786,0.33836493630364844,0.7568992,False
0.805,False,0.3848777325126441,0.5112644246751151,0.352322341824719,0.9896856,False
0.555,False,0.47345027434198417,0.48848186020256834,0.32502919217756987,1.2174436,False
0.925,False,0.3140461632694245,0.484762505204887,0.26750025087790646,0.8075473,False
