mean,std,cv,amp,sen,mk_z,restrend,cyc_score,cyc_enrichment,cyc_period,has_break,break_t,break_dslope,break_gain,has_disturbance,recovery_fraction,recovery_slope,disturbance_magnitude,median_ndvi,minimum_ndvi,maximum_ndvi,temporal_variability,mk_p_value,mk_significant,trend_direction,rain_mean,rain_std,rain_ndvi_correlation,restrend_p_value,restrend_significant,cyclicity_periodic,breakpoint_index,breakpoint_significant,pre_breakpoint_level,post_breakpoint_minimum,recovery_status,recovery_duration
0.4006971,0.073323905,0.18299085,0.24091178,0.00020452672,0.24550512,0.00022260654,0.5358334,1.3778574,7.2,1.0,0.5277778,-0.0002864248,0.12883693,1.0,0.47835505,0.0041818502,0.22288762,0.39486242830753326,0.28776413202285767,0.5762344002723694,0.0733239088719779,0.8060653426644535,False,1.0,1618.8542853461372,234.44439140511392,0.8543148859589147,0.7293511163728021,False,True,19,False,0.4133309204327433,0.28776413202285767,1,3.0
0.4903092,0.12062482,0.24601784,0.37620795,0.010204729,4.546858,0.0103711635,0.3546484,0.91195303,7.2,1.0,0.6388889,0.009243147,0.41351184,0.0,0.0,0.0,0.0,0.44453296065330505,0.33347630500793457,0.756013810634613,0.12062481435419234,5.445273362658654e-06,True,1.0,1618.6309509277344,234.67309612348458,0.23140140637417494,9.547918011776346e-15,True,True,23,True,0.41076004116431525,0.5145633220672607,0,
0.3442943,0.057166807,0.16604052,0.17533726,0.003180209,3.5005698,0.0034232961,0.34419918,0.8850836,7.2,1.0,0.5277778,0.008468236,0.33798775,1.0,1.8774643,0.010769014,0.10114461,0.3434019833803177,0.2423764169216156,0.4784463346004486,0.057166807557360345,0.00046426465397320094,True,1.0,1620.7198079427083,235.05356713080477,0.4535972517609374,3.233502430477486e-06,True,True,19,True,0.3233643236913179,0.2423764169216156,1,1.0
0.32423723,0.06387787,0.19700968,0.22647254,0.0045524077,4.8081756,0.0047946316,0.29143965,0.74941623,6.0,1.0,0.5277778,0.009599055,0.3999446,1.0,3.0842853,0.011726353,0.074138634,0.30981114506721497,0.23279790580272675,0.4707958400249481,0.06387787585636864,1.523139249615113e-06,True,1.0,1620.8651597764756,234.97089574991924,0.38165064381942015,2.1382340342768202e-10,True,True,19,True,0.2885536833813316,0.23366788029670715,1,1.0
0.49585208,0.13995774,0.28225702,0.39763048,-0.0130141275,-5.5529795,-0.01275061,0.27401435,0.7046084,7.2,1.0,0.5277778,-0.008379938,0.4490135,1.0,0.0,0.0,0.36343926,0.531943291425705,0.2060667872428894,0.7034924030303955,0.1399577350958384,2.8084106817871657e-08,True,-1.0,1620.9541795518662,234.55500449063834,0.19541931575737773,0.0,True,True,19,True,0.6137854801981073,0.2060667872428894,4,
0.38630432,0.09137878,0.23654608,0.25407434,-0.0030879835,-4.3014274,-0.0030931826,0.672424,1.7290903,6.0,1.0,0.19444445,-0.029912822,0.13302897,1.0,0.39634922,9.220462e-05,0.31621802,0.3979589492082596,0.18204456567764282,0.5220603942871094,0.09137877511711426,1.6970148817074815e-05,True,-1.0,1625.5138617621528,236.08184429479306,0.3330681947119418,0.027469220486771917,True,True,7,False,0.45737308263778687,0.18204456567764282,1,3.0
0.34177607,0.07361312,0.21538407,0.21891427,0.0050052064,4.8354173,0.005488416,0.26616707,0.68442965,7.2,1.0,0.5277778,0.011597487,0.46018925,1.0,3.1387699,0.014266329,0.10540029,0.3192920386791229,0.21913839876651764,0.5615947246551514,0.07361312031801864,1.328665274025198e-06,True,1.0,1628.2171766493057,235.4963533243859,0.3030081139813267,3.2052360765533194e-09,True,True,19,True,0.30202169873212514,0.23076748847961426,1,1.0
0.42267567,0.099462405,0.23531613,0.30032477,-0.00013665918,-0.06810447,-0.00015375762,0.61983,1.5938486,4.5,1.0,0.25,-0.02691309,0.15552682,1.0,0.9936563,0.0008787754,0.25393614,0.4232359081506729,0.26505374908447266,0.6275526285171509,0.09946240511354537,0.9457024715498787,False,-1.0,1643.116926405165,238.51647297593112,0.3361346807527637,0.9226107630327824,False,True,9,False,0.4485555986563365,0.26505374908447266,1,4.0
0.37172803,0.104673795,0.28158703,0.3363647,0.008028265,2.8112693,0.008176648,0.22689031,0.58343226,7.2,1.0,0.5833333,0.017547157,0.63627243,0.0,0.0,0.0,0.0,0.33542388677597046,0.202656090259552,0.604752242565155,0.10467379422791602,0.004934648165460853,True,1.0,1647.5573357476128,238.39625512672615,0.25069449326461213,3.5316771729299035e-10,True,True,21,True,0.2992083856037685,0.3377822935581207,0,
0.47602403,0.16417754,0.3448934,0.4761292,0.0150625715,3.7468426,0.014943322,0.1623168,0.41738603,7.2,1.0,0.3611111,0.01731187,0.63692784,0.0,0.0,0.0,0.0,0.4317857474088669,0.23799791932106018,0.7915965914726257,0.16417753392745185,0.0001790744047724946,True,1.0,1647.3795471191406,237.71405907779044,0.05637632042369526,0.0,False,True,13,True,0.32383504051428574,0.29295486211776733,0,
0.53953695,0.17940107,0.33250934,0.5108943,0.016948774,5.3113422,0.016811425,0.56968683,1.464909,7.2,1.0,0.25,0.019704906,0.34211972,0.0,0.0,0.0,0.0,0.5192847847938538,0.2791905403137207,0.8194427490234375,0.1794010757173095,1.08820722877212e-07,True,1.0,1651.8844028049045,238.40576980634523,0.0840525485401976,0.0,True,True,9,True,0.32264412111706203,0.36158159375190735,0,
0.42605358,0.09020936,0.21173242,0.29624242,0.006986281,3.4658582,0.006894941,0.2938501,0.7556145,12.0,1.0,0.5277778,0.015168418,0.52850765,1.0,4.33149,0.017580023,0.07468317,0.40083830058574677,0.2933732569217682,0.6615012288093567,0.09020935735394363,0.0005285420326179846,True,1.0,1651.8654242621528,238.37744978678518,0.2127974570526812,3.226890754604028e-09,True,True,19,True,0.37374402974781235,0.33801183104515076,1,0.0
0.4421784,0.10792095,0.24406654,0.3213679,0.008850311,4.3219466,0.009154785,0.17232555,0.44312283,7.2,1.0,0.6111111,0.0125941625,0.5006271,0.0,0.0,0.0,0.0,0.41050608456134796,0.28520113229751587,0.6958916783332825,0.10792094858314902,1.546585298717318e-05,True,1.0,1654.3679063585068,239.36772382196781,0.1918408695593687,2.9953817204386723e-13,True,True,22,True,0.3683033138513565,0.4596105217933655,0,
0.6372497,0.057187725,0.08974146,0.17021511,-0.0027274925,-2.4368587,-0.0029711963,0.5376665,1.3825711,6.0,1.0,0.30555555,-0.001338565,0.2288435,1.0,0.0,0.0,0.18253163,0.6449346840381622,0.474807471036911,0.7303712368011475,0.05718772399938828,0.014815466517940523,True,-1.0,1654.476609971788,239.7114359453912,0.5709257690796841,1.8168586449762714e-05,True,True,11,False,0.6553675153038718,0.474807471036911,4,
0.5163177,0.12908831,0.2500172,0.3764654,0.01168778,6.9473004,0.011805938,0.5194106,1.3356272,12.0,1.0,0.11111111,-0.017008832,0.26011848,1.0,8.167513,0.013351693,0.055337507,0.5211707949638367,0.3380497694015503,0.7900195717811584,0.1290883150412802,3.72346597998785e-12,True,1.0,1656.4246148003472,239.16057921229023,0.1937893986446719,0.0,True,True,4,False,0.3801088407635689,0.3380497694015503,1,0.0
0.5159035,0.16992296,0.3293697,0.48164886,0.015574224,4.17693,0.015624566,0.3925482,1.0094097,12.0,1.0,0.33333334,0.01981506,0.49995553,0.0,0.0,0.0,0.0,0.5098024010658264,0.2797934412956238,0.8091420531272888,0.169922968458314,2.954702297430778e-05,True,1.0,1658.709479437934,239.61625152232392,0.07548214927550187,0.0,True,True,12,True,0.3316757182280223,0.39670273661613464,0,
0.51840717,0.08417041,0.16236351,0.2745161,7.541458e-05,0.06810447,-3.261142e-05,0.51723605,1.3300356,7.2,1.0,0.5277778,0.0026665353,0.12811297,1.0,0.9580553,0.004083308,0.2523588,0.5248129665851593,0.3497135043144226,0.6454468965530396,0.08417041029852182,0.9457024715498787,False,1.0,1661.8064337836372,240.41104519902353,0.8900704898356057,0.9598867077916342,False,True,19,False,0.5352331948907751,0.3502490222454071,1,2.0
0.58651155,0.15717539,0.26798347,0.41246653,0.014200297,4.9409246,0.014537084,0.37245968,0.9577535,7.2,1.0,0.44444445,0.0026323127,0.509776,0.0,0.0,0.0,0.0,0.5907406508922577,0.3646979033946991,0.7992066740989685,0.1571753965480548,7.775302750534507e-07,True,1.0,1663.1357014973958,240.28247519451423,0.07194843320783195,0.0,True,True,16,True,0.4235343262553215,0.5763643383979797,0,
0.5337999,0.0905082,0.16955455,0.285643,-0.006183633,-3.3279233,-0.0066714576,0.35531443,0.9136657,7.2,1.0,0.33333334,-0.010012783,0.49719,1.0,0.0,0.0,0.28116822,0.5590996444225311,0.300416499376297,0.6582459807395935,0.09050819699851909,0.0008749593575263503,True,-1.0,1667.3632914225261,241.35298418625075,0.4479624689487929,5.7527982377791886e-11,True,True,12,True,0.5871737400690714,0.300416499376297,4,
0.7535219,0.028547203,0.037885036,0.093663454,-7.045526e-05,-0.09534626,-9.909287e-05,0.45527723,1.1707128,7.2,1.0,0.8055556,-0.009455388,0.11381869,0.0,0.0,0.0,0.0,0.7580616772174835,0.6817960143089294,0.8033926486968994,0.028547203412028915,0.9240398006814219,False,-1.0,1666.9742126464844,241.40090999901216,0.6058680318503061,0.7961482251423988,False,True,29,False,0.7523580995099298,0.7210146188735962,0,
0.7206692,0.033776686,0.046868503,0.100104794,2.0604331e-05,0.02144349,-7.483325e-05,0.42830828,1.1013641,5.142857,1.0,0.11111111,-0.02283287,0.07503818,1.0,0.70477265,0.0018567166,0.096871115,0.7271115183830261,0.6459952592849731,0.7785846590995789,0.03377668460569683,0.98289188231904,False,1.0,1667.0574374728733,241.22403350434192,0.41845733424202197,0.8852138949285853,False,True,4,False,0.7314185500144958,0.6459952592849731,1,0.0
0.7153359,0.031835947,0.044504896,0.1079597,0.0004087615,1.1625104,0.00039937897,0.2799088,0.71976554,9.0,1.0,0.16666667,-0.0075898706,0.19675939,1.0,1.0070168,0.0013287811,0.084172785,0.7084498703479767,0.6534181237220764,0.8011537790298462,0.03183594885763554,0.24502819860450242,False,1.0,1668.8748135036892,241.7997101771352,0.5488145800604843,0.37159904553838663,False,True,6,False,0.732634574174881,0.6534181237220764,1,0.0
0.44635344,0.09373526,0.21000233,0.30476996,0.0015763574,0.6946656,0.0003683336,0.48278102,1.241437,4.5,1.0,0.25,-0.027004482,0.16982332,1.0,0.7891786,0.007543119,0.2974755,0.4552178680896759,0.25726819038391113,0.612899899482727,0.09373526575627773,0.4872648904642325,False,1.0,1672.4178161621094,241.01225655833153,0.10905356329403945,0.8149580412486208,False,True,9,False,0.4623324539926317,0.25726819038391113,1,1.0
0.39132863,0.08166353,0.20868273,0.24975641,-0.00019894229,-0.60920143,0.00032548327,0.5799148,1.4912095,7.2,1.0,0.11111111,-0.03491747,0.08753074,1.0,0.8772174,0.00130512,0.24651586,0.3826454132795334,0.22663113474845886,0.5915212631225586,0.08166352601546473,0.54239094008804,False,-1.0,1676.1685587565105,241.60362599925463,0.9408028653211212,0.48488966942992406,False,True,4,False,0.4392649084329605,0.22663113474845886,1,4.0
0.7361886,0.03479543,0.047264285,0.107929856,-0.00028905613,-0.713347,-9.3171024e-05,0.53847206,1.3846424,7.2,1.0,0.25,0.0070492565,0.13331997,0.0,0.0,0.0,0.0,0.7344415187835693,0.66791832447052,0.80255526304245,0.034795429895464074,0.4756310336450804,False,-1.0,1680.6508890787761,242.73293034418666,0.7083602949527328,0.8223035688222899,False,True,9,False,0.7284215026431613,0.66791832447052,0,
0.6350303,0.06589405,0.103765205,0.20838387,-0.0026945532,-2.4926236,-0.0035536832,0.3354848,0.8626752,7.2,1.0,0.8611111,-0.0532061,0.40029517,1.0,0.0,0.0,0.14384867,0.6630051732063293,0.44204336404800415,0.7028289437294006,0.06589405377270402,0.01268031791827573,True,-1.0,1693.702880859375,245.3121017791603,0.5728820055447794,6.191237470476452e-06,True,True,31,True,0.6504095177496633,0.44204336404800415,4,
0.5002056,0.102661945,0.20523952,0.29220325,-0.0014934202,-2.3655353,-0.0023299453,0.7291003,1.8748294,7.2,1.0,0.19444445,0.051787704,0.23228279,0.0,0.0,0.0,0.0,0.5016515702009201,0.34805041551589966,0.7175294160842896,0.1026619467667337,0.018004033033864664,True,-1.0,1693.2429538302952,245.4426883876189,0.32130596539514017,0.14960150821911933,False,True,7,False,0.5129495773996625,0.34805041551589966,0,
0.8079318,0.032741122,0.040524613,0.10021134,0.0005617147,1.0488088,0.00060743175,0.22227602,0.5715669,12.0,1.0,0.4722222,0.0008155873,0.22085871,1.0,0.946659,0.0103678685,0.096467055,0.8058463037014008,0.7203342914581299,0.8687468767166138,0.03274112272792621,0.294266104304963,False,1.0,1698.1461656358506,245.83261351941567,0.5202450539648156,0.1927332671415838,False,True,17,False,0.8107254645403694,0.7387188076972961,1,0.0
0.47180718,0.07334051,0.15544593,0.19290042,-0.0005323839,-1.3491395,9.075467e-05,0.5538892,1.4242866,7.2,1.0,0.8611111,-0.052495964,0.18060248,0.0,0.0,0.0,0.0,0.4793245643377304,0.3306407630443573,0.7257184386253357,0.07334050981122582,0.17729218406377334,False,-1.0,1700.1748928493923,246.33392032591146,0.9050951277416048,0.8632389218945589,False,True,31,False,0.46759595217243316,0.40235111117362976,0,
0.40294424,0.10513939,0.2609279,0.30855167,-0.002205242,-7.8579693,-0.0026886314,0.77590036,1.9951723,7.2,1.0,0.25,0.027138425,0.14103982,1.0,0.7777903,0.0034976667,0.101334885,0.39645998179912567,0.20901422202587128,0.5740596652030945,0.10513938928262953,3.9968028886505635e-15,True,-1.0,1704.6085781521267,247.0211004076515,0.24420997848004392,0.11163052625191283,False,True,9,False,0.42227641741434735,0.20901422202587128,1,1.0
0.4270401,0.13498177,0.3160869,0.38754,-0.012572659,-6.6203685,-0.012212944,0.3151019,0.810262,7.2,1.0,0.3611111,-0.015541586,0.5183031,1.0,0.0,0.0,0.3622861,0.45976722240448,0.19775882363319397,0.6167926788330078,0.13498177147957152,3.58304497183326e-11,True,-1.0,1707.1816101074219,246.7592084544617,0.12605730199237156,0.0,False,True,13,True,0.5695301019228421,0.19775882363319397,4,
0.6929306,0.07185037,0.103690565,0.21359268,-0.003525505,-3.1464264,-0.003565795,0.38273606,0.9841785,7.2,1.0,0.6388889,-0.01917032,0.42883745,1.0,0.0,0.0,0.19446261,0.7082411348819733,0.4772031307220459,0.8482692241668701,0.071850364920356,0.001652787718636528,True,-1.0,1731.1107109917534,249.9693081261694,0.5389991760563084,9.501252143406802e-05,True,True,23,True,0.7174116995023645,0.4772031307220459,4,
0.5833417,0.057593677,0.098730594,0.20582739,-0.0021702,-1.7226651,-0.0024799204,0.51440144,1.3227465,7.2,1.0,0.8611111,-0.047913644,0.36553565,1.0,0.0,0.0,0.11183245,0.5906804502010345,0.44070878624916077,0.6631532311439514,0.05759367707792253,0.08494909994337596,False,-1.0,1733.300777859158,250.360314280207,0.5686432706202178,0.0007438693912305006,True,True,31,True,0.5955123978276406,0.44070878624916077,4,
0.5332175,0.12398065,0.23251422,0.36038867,-0.011107914,-5.424974,-0.010863367,0.30440837,0.7827644,7.2,1.0,0.5277778,-0.0058429767,0.38649067,1.0,0.0,0.0,0.2891248,0.54133141040802,0.30587872862815857,0.7230714559555054,0.12398065222694545,5.7962916910625495e-08,True,-1.0,1733.4290601942275,250.41939053061864,0.3031572253970845,0.0,True,True,19,True,0.6389880023504558,0.30587872862815857,4,
0.5225473,0.10471824,0.20039955,0.3151187,-0.0009746374,-0.4494895,-0.0012249144,0.7119056,1.8306143,7.2,1.0,0.1388889,0.0745405,0.14418039,1.0,2.7575417,0.12109402,0.08782751,0.5075476914644241,0.34007686376571655,0.7305647730827332,0.10471823829697596,0.6530785762864473,False,-1.0,1739.5731506347656,252.22513402638904,0.15825540439974678,0.48162530256927627,False,True,5,False,0.5340746343135834,0.34007686376571655,1,1.0
0.6450003,0.11478825,0.17796619,0.37108755,-0.009047133,-3.5738595,-0.009040725,0.31267092,0.8040109,12.0,1.0,0.5277778,-0.01577062,0.5474162,1.0,0.0,0.0,0.37513483,0.6712738871574402,0.3913128972053528,0.8245827555656433,0.11478825167303582,0.0003517578529410592,True,-1.0,1739.9164903428818,251.733210529682,0.3337880873097321,1.5917045459445944e-11,True,True,19,True,0.7345855236053467,0.3913128972053528,4,
0.65229625,0.08006312,0.122740425,0.28006098,-0.0033989984,-2.2852113,-0.0048592426,0.34592405,0.889519,7.2,1.0,0.6388889,-0.020577693,0.51994026,1.0,0.0,0.0,0.19144122,0.6734938323497772,0.4432038962841034,0.7682954668998718,0.0800631171219433,0.022300439471092615,True,-1.0,1742.0596550835503,252.14934487586407,0.44113361654398014,2.612621244235669e-06,True,True,23,True,0.6893263847931571,0.4432038962841034,4,
0.54176545,0.07238375,0.13360716,0.23111172,0.0013500346,1.4080788,0.001420694,0.573182,1.4738965,7.2,1.0,0.5277778,-0.0021177062,0.20236938,1.0,0.7761497,0.005150865,0.21777557,0.5481695532798767,0.39685046672821045,0.6999119520187378,0.07238374498175561,0.15910773629349917,False,1.0,1747.1309238009983,253.3082721462549,0.9041915515338298,0.0037762081475467557,True,True,19,False,0.5471931382229454,0.39685046672821045,1,3.0
0.61610913,0.06632344,0.10764885,0.18787475,-0.0040837284,-4.549801,-0.0044950894,0.3592463,0.92377627,7.2,1.0,0.8055556,-0.025910178,0.31072423,1.0,0.0,0.0,0.1521672,0.636886715888977,0.40628761053085327,0.7061933875083923,0.0663234349750509,5.369674462407659e-06,True,-1.0,1748.1433410644531,253.16678264381378,0.4302719719868789,3.48568454100473e-08,True,True,29,False,0.6364716825814083,0.40628761053085327,4,
0.7458479,0.03584273,0.048056353,0.113827005,0.00053527305,1.3332125,0.000811652,0.4401978,1.1319371,7.2,1.0,0.75,0.0049551018,0.0879098,1.0,1.13582,0.006395156,0.08384218,0.7388467192649841,0.6857739090919495,0.8319916129112244,0.03584273059880645,0.18246207005797732,False,1.0,1749.0550503200955,253.4421577833957,0.6735550571484908,0.0626819056168455,False,True,27,False,0.7458172749589991,0.6917563676834106,1,0.0
0.5805758,0.05318555,0.09160827,0.17595536,-0.002623942,-3.4460862,-0.002954772,0.28671122,0.73725736,7.2,1.0,0.6666667,-0.015118957,0.4483611,1.0,0.075824,0.00571163,0.15065493,0.5830505192279816,0.4268914461135864,0.6649155020713806,0.05318555038160975,0.0005687688682394221,True,-1.0,1751.322998046875,253.9320670447277,0.4317461611462598,3.5617800809850664e-05,True,True,24,True,0.6003286888202032,0.4268914461135864,1,1.0
0.7072165,0.03344826,0.04729564,0.1087904,-0.0009400877,-1.7570953,-0.00079276366,0.5126793,1.3183181,7.2,1.0,0.5277778,-0.0014690001,0.26594573,1.0,0.30508214,0.00087139837,0.124001525,0.7057328522205353,0.6238853335380554,0.7780131101608276,0.033448259427723136,0.0789015593829665,False,-1.0,1750.4305250379775,253.4833813270915,0.6942724746652651,0.04447936764616056,True,True,19,False,0.72242692269777,0.6238853335380554,1,0.0
0.37063682,0.077034265,0.20784299,0.2256025,0.005459042,2.8426185,0.005839949,0.3384757,0.8703661,7.2,1.0,0.5277778,0.013541294,0.5273704,1.0,4.6315384,0.014821993,0.06076582,0.3501952886581421,0.2785566449165344,0.5601686835289001,0.07703426524072123,0.004474461461089652,True,1.0,1752.5863647460938,254.2813271161665,0.32688814725671356,5.599061214667245e-10,True,True,19,True,0.32541292592098836,0.2785566449165344,1,0.0
0.77596194,0.028787047,0.03709853,0.08983417,-0.00014051546,-0.3393317,3.2882614e-05,0.25346956,0.6517788,12.0,1.0,0.22222222,0.007128027,0.13583237,0.0,0.0,0.0,0.0,0.7789920568466187,0.7151370048522949,0.8421576619148254,0.028787047318734594,0.7343598719103586,False,-1.0,1753.2592061360676,253.0845609295922,0.5941750514994023,0.9330287205343819,False,True,8,False,0.7669127359986305,0.7151370048522949,0,
0.5647715,0.06343571,0.11232103,0.20983274,-0.00391779,-3.8002295,-0.0037382182,0.598104,1.5379817,7.2,1.0,0.6111111,-0.006235542,0.16770974,1.0,0.0,0.0,0.051121097,0.5637900829315186,0.4479297399520874,0.6928009986877441,0.06343571062945993,0.00014456216430036584,True,-1.0,1754.5743374294705,254.15850894059253,0.5286040500574654,1.0569714832264765e-06,True,True,22,False,0.5856806364926425,0.4479297399520874,4,
0.5125295,0.10894162,0.2125568,0.30807438,-0.008900246,-5.3530116,-0.008893408,0.2826385,0.7267847,7.2,1.0,0.5277778,-0.009487188,0.49992597,1.0,0.0,0.0,0.32234177,0.5587601363658905,0.2736758291721344,0.6655025482177734,0.10894162277052055,8.650240013174937e-08,True,-1.0,1755.5852661132812,254.6536233562658,0.3897708518529628,5.551115123125783e-15,True,True,19,True,0.6038468605593631,0.2736758291721344,4,
0.41199458,0.07706849,0.1870619,0.24297264,0.0058775367,4.6992083,0.005794342,0.36117408,0.9287333,7.2,1.0,0.5277778,0.011137602,0.4306695,1.0,2.692273,0.014283534,0.10841432,0.39782489836215973,0.28840315341949463,0.5935648679733276,0.07706849022632974,2.6117174312112468e-06,True,1.0,1756.9698655870225,255.09014703442878,0.3931786009995017,1.2004974792034773e-10,True,True,19,True,0.3714554403957568,0.3016839325428009,1,1.0
0.380523,0.11132469,0.2925571,0.34707355,0.008738429,3.9019582,0.009086406,0.37268478,0.9583323,7.2,1.0,0.5,0.015398452,0.4873925,1.0,3.4782624,0.019596992,0.11854212,0.34170399606227875,0.22022981941699982,0.6325504183769226,0.11132469162285585,9.541760316245096e-05,True,1.0,1759.2106085883247,255.36254504973957,0.2326811018557637,1.024758056189512e-11,True,True,18,True,0.30736486862103146,0.22022981941699982,1,1.0
0.39845163,0.122457094,0.3073324,0.3751896,0.009935756,3.5493348,0.010236906,0.31357577,0.80633765,12.0,1.0,0.6111111,0.012435288,0.56093305,0.0,0.0,0.0,0.0,0.3548099100589752,0.20731481909751892,0.6436771154403687,0.12245709078513003,0.0003862056755765675,True,1.0,1761.342525906033,255.84667118842196,0.19609536878297856,1.7745804825608502e-12,True,True,22,True,0.3114402118054303,0.44799578189849854,0,
0.39223063,0.098166026,0.2502763,0.28517044,-0.0018710293,-4.8736115,-0.0020275777,0.7053776,1.8138281,7.2,1.0,0.16666667,-0.044916157,0.27126667,1.0,0.34865433,-0.00077943754,0.33134994,0.36969418823719025,0.22358456254005432,0.5805149078369141,0.09816602499172601,1.0957645972808905e-06,True,-1.0,1763.6829630533855,255.47399106243518,0.34184893008522294,0.18755526110698462,False,True,6,False,0.4909571607907613,0.22358456254005432,1,3.0
0.42832196,0.09433525,0.22024378,0.28304622,0.0071837264,6.2519903,0.007873179,0.22514674,0.57894874,7.2,1.0,0.8055556,0.0033350375,0.35399583,0.0,0.0,0.0,0.0,0.4039372056722641,0.2753744423389435,0.6781427264213562,0.09433524725750489,4.052542745824894e-10,True,1.0,1763.716559516059,255.75285830617153,0.2520928559810129,4.1033842990145786e-13,True,True,29,True,0.3907893330886446,0.5075887441635132,0,
