p_value,significant,observed_band_fraction,surrogate_mean_fraction,enrichment,threshold_rule_flag
0.545,False,0.4806449426968068,0.48923625537868753,1.2359442,False
0.26,False,0.5793897904067211,0.4986147634803059,1.4898595,False
0.28,False,0.565025531555839,0.48595472032233095,1.4529228,False
0.815,False,0.3683187428688317,0.4835474980660263,0.94710535,False
0.705,False,0.4258871875292766,0.4915359223607612,1.0951384,False
0.54,False,0.473626625387135,0.48492327667808266,1.217897,False
0.025,True,0.7172527151768774,0.4886046804953949,1.8443642,False
0.67,False,0.410202900188583,0.46916028666137255,1.0548074,False
1.0,False,0.16231679188185213,0.49435826565194213,0.41738603,False
0.525,False,0.5113998910859946,0.519218609139559,1.3150283,False
0.32,False,0.43277960445671165,0.386005715543908,1.1128619,False
0.99,False,0.24024750714809825,0.4957998448770652,0.6177793,False
0.865,False,0.33245906298452654,0.5043604306865935,0.85489476,False
0.21,False,0.6101776401435791,0.5118883112045072,1.5690283,False
0.2,False,0.502208064092218,0.4005153066749808,1.2913922,False
0.49,False,0.46941879171659495,0.4608865263977893,1.2070769,False
0.935,False,0.31075872706505137,0.4739675957886662,0.79909384,False
0.925,False,0.2938500885006014,0.49353899077168384,0.7556145,False
0.425,False,0.4481290070304927,0.42526039476423605,1.1523317,False
0.11,False,0.6379782665142372,0.4880074029701356,1.6405156,False
0.085,False,0.6744992697966127,0.4873834924225701,1.7344267,False
0.995,False,0.1723255464550957,0.48458128636213704,0.44312283,False
0.99,False,0.23406522981817623,0.4997893135232673,0.60188204,False
0.965,False,0.19841559081839139,0.4457218041056073,0.5102115,False
0.94,False,0.25117157523840317,0.4722484282700347,0.6458698,False
0.93,False,0.27177390494376247,0.4943635523312519,0.6988472,False
0.825,False,0.3778231653514741,0.5135485910620148,0.9715453,False
1.0,False,0.20421476033836045,0.4976011908989898,0.52512366,False
0.965,False,0.28475016669182557,0.4843405742061041,0.7322147,False
0.16,False,0.524577576716043,0.4060469605441772,1.3489138,False
0.97,False,0.2709583330325855,0.4749726142079754,0.69675,False
0.89,False,0.33687830548907627,0.5094655348186272,0.8662585,False
0.28,False,0.5049040668950624,0.4500304235782086,1.2983247,False
0.26,False,0.5117404796645844,0.4283475555835067,1.3159041,False
0.81,False,0.38126063147349093,0.5001658425941936,0.98038447,False
1.0,False,0.1175628742568799,0.515919782349456,0.30230454,False
0.78,False,0.3913882621827593,0.49699432581878644,1.0064269,False
0.8,False,0.3852206830729425,0.4993658879229753,0.99056745,False
0.7,False,0.4136638879478881,0.48933678149022697,1.0637071,False
0.695,False,0.4327082860785589,0.4968993116711972,1.1126784,False
0.99,False,0.2092597624019339,0.5088675181509819,0.53809655,False
0.58,False,0.43350032729422205,0.4632195472567514,1.1147151,False
0.985,False,0.2551582360191118,0.5193538846347068,0.6561212,False
0.85,False,0.36014559276579833,0.490380980392454,0.9260887,False
0.985,False,0.22497734176594686,0.5080074801955805,0.57851315,False
0.925,False,0.2858098012838074,0.49434030271333146,0.7349395,False
0.82,False,0.3408925822415888,0.4535568177047073,0.87658095,False
0.29,False,0.5439764263661045,0.4783464751390536,1.3987966,False
0.195,False,0.5376035016999466,0.439427433792453,1.382409,False
0.94,False,0.24833108925299044,0.4923456692531022,0.63856566,False
0.655,False,0.45027106972372494,0.5064581802125587,1.1578399,False
0.935,False,0.30219576519018343,0.5127303240289213,0.7770748,False
0.945,False,0.2690171357179333,0.49825594018935804,0.69175833,False
0.085,False,0.5625280635569625,0.38197562879485886,1.4465008,False
0.895,False,0.33922157385665774,0.5049453190998389,0.87228405,False
0.51,False,0.47420064724872263,0.4876126528874548,1.2193731,False
0.99,False,0.1800097306781378,0.49102602114996763,0.46288216,False
0.905,False,0.299217951242858,0.4675524868076389,0.7694176,False
0.835,False,0.2688300695764939,0.3783875849630218,0.6912773,False
0.82,False,0.37487023828489524,0.5165723787653407,0.96395206,False
0.925,False,0.2635735789083197,0.4375128471419047,0.67776066,False
0.905,False,0.323472651657316,0.48805494866876903,0.8317868,False
0.01,True,0.7536562984100782,0.48437061097581025,1.9379734,False
0.82,False,0.355314448125466,0.4885502113873307,0.9136657,False
1.0,False,0.1915899426534457,0.4351419983252291,0.49265987,False
0.375,False,0.38153631672567656,0.3440415530756085,0.9810934,False
0.78,False,0.28011054722455125,0.37349582217878113,0.7202843,False
0.055,False,0.6182979138054775,0.41209197248699064,1.589909,False
0.27,False,0.49062202405035793,0.39733083798789637,1.2615995,False
0.655,False,0.34318963737233343,0.38213424029735504,0.88248765,False
0.7,False,0.36047485503528226,0.43041700770371666,0.9269353,False
0.26,False,0.5291987472321994,0.4606346703107194,1.3607968,False
0.025,True,0.7258168742266644,0.4884376698356366,1.8663863,False
0.17,False,0.5807750210522756,0.4636785179400533,1.4934214,False
0.04,True,0.6276563437793014,0.4126791283229771,1.6139735,False
0.635,False,0.419657264273889,0.4622466712757344,1.0791187,False
0.315,False,0.5193940066460673,0.4546992655959218,1.3355846,False
0.985,False,0.22805683517147912,0.5055261388163984,0.58643186,False
0.145,False,0.5610400287140982,0.4373497773064048,1.4426744,False
0.025,True,0.688954845631948,0.4553754522664651,1.7715982,False
0.365,False,0.489064665679585,0.4511018796327869,1.2575948,False
0.91,False,0.3434218982755893,0.5000771857077004,0.8830849,False
0.93,False,0.28888603024981174,0.49856136996140027,0.74284977,False
0.38,False,0.4815483670580316,0.45382444438521835,1.2382672,False
0.19,False,0.5859269282181708,0.4824535137271526,1.5066693,False
0.28,False,0.5026476207716319,0.43329873802857644,1.2925224,False
0.075,False,0.6093650198433351,0.438921765594965,1.5669386,False
0.915,False,0.34045676082441256,0.4781724615936063,0.87546027,False
0.9,False,0.31705308988906206,0.48056692062248885,0.81527936,False
0.065,False,0.6358508570488123,0.44913249208858685,1.635045,False
0.995,False,0.2094962443832203,0.4888667487444175,0.53870463,False
0.465,False,0.2908298668237379,0.2924551271099393,0.7478482,False
0.44,False,0.48838267907164545,0.4677460444313041,1.2558411,False
0.98,False,0.25307963637274444,0.4808284683207517,0.6507762,False
0.765,False,0.3403957352628603,0.4424204479257146,0.8753033,False
0.145,False,0.5690630082915015,0.43271098045229955,1.4633049,False
0.13,False,0.5933489427171967,0.4474559379717978,1.5257545,False
0.275,False,0.5378640603458156,0.44843565861224655,1.383079,False
0.36,False,0.5021126416784405,0.4525676156136295,1.2911468,False
0.36,False,0.4820776951434829,0.4295950503518578,1.2396283,False
0.905,False,0.3528811567201662,0.5223712496304428,0.9074087,False
0.385,False,0.37633993261436804,0.3538200847157487,0.96773124,False
0.015,True,0.59322958998673,0.3737650622612874,1.5254475,False
0.12,False,0.6199757270885597,0.4523720022402172,1.5942233,False
0.135,False,0.5061202468780666,0.3708495323887111,1.301452,False
0.215,False,0.4304196746284705,0.3507863709285394,1.1067934,False
0.105,False,0.6118818122250909,0.45751751487152287,1.5734104,False
0.97,False,0.29096193446995516,0.49258794158514135,0.74818784,False
0.455,False,0.5048448853397454,0.4837720002532405,1.2981726,False
0.395,False,0.40543321621823347,0.37739546857993966,1.0425426,False
0.145,False,0.6331369561008369,0.4879969368473946,1.6280664,False
0.92,False,0.2646765148558218,0.4921849752378531,0.68059677,False
0.765,False,0.3827383164451612,0.4960261650806877,0.98418427,False
0.185,False,0.5468681008574432,0.4334040793075094,1.4062322,False
0.925,False,0.27715986503457685,0.4284620449791274,0.7126968,False
0.145,False,0.5354989735523377,0.4292747649659105,1.3769974,False
0.545,False,0.47664896538872453,0.49404028611383605,1.2256688,False
0.075,False,0.5809306425856618,0.40946170009051713,1.4938216,False
0.25,False,0.5616789645620074,0.4784162993829962,1.4443173,False
0.14,False,0.3984121628061371,0.2743253933685798,1.0244884,False
0.385,False,0.35037279857230635,0.32704419612940033,0.9009586,False
0.995,False,0.20014604666578867,0.516168837126476,0.51466125,False
0.96,False,0.23871667199397756,0.49656902367059186,0.61384284,False
0.035,True,0.6948467425471999,0.4633463986306304,1.7867488,False
0.055,False,0.6742746535047194,0.46997750630945295,1.7338492,False
0.4,False,0.5209661674321652,0.490750206708916,1.3396273,False
0.315,False,0.48306917699747937,0.4374502548643672,1.2421778,False
0.235,False,0.5205794699419191,0.4370408288171829,1.338633,False
0.05,False,0.7132661624936611,0.5040311510088038,1.834113,False
0.695,False,0.438666635848515,0.504113659774657,1.1279999,False
0.145,False,0.5372421816492624,0.4215723936981536,1.3814799,False
0.255,False,0.5404545414830829,0.45449403050449755,1.3897402,False
0.59,False,0.4292223303302088,0.4694960536628021,1.1037146,False
0.5,False,0.48480444426462554,0.484067637867678,1.24664,False
0.075,False,0.6559021893488439,0.4799488816231079,1.6866056,False
0.255,False,0.5486384206390452,0.46533373657911287,1.4107845,False
0.985,False,0.2288410466258862,0.5115733265942578,0.5884484,False
0.83,False,0.3096193906592959,0.4305730189677333,0.79616416,False
0.955,False,0.2917660321472657,0.5264191672037558,0.7502555,False
0.345,False,0.4870584052290605,0.4411869839718131,1.2524359,False
0.06,False,0.5774647659104621,0.39244101953129135,1.4849094,False
0.91,False,0.33516639528174347,0.5063505245570528,0.86185646,False
0.22,False,0.4785075194676998,0.38470622859915,1.2304479,False
0.99,False,0.15887517993324085,0.49436276013236974,0.40853617,False
0.35,False,0.4573221455454862,0.41235596031890304,1.1759713,False
0.205,False,0.5667418487996477,0.458037644536874,1.4573362,False
0.195,False,0.565815169467696,0.4374554677935283,1.4549533,False
0.255,False,0.4687452810350417,0.38058208845011493,1.205345,False
0.485,False,0.41196959434654973,0.405196534452026,1.0593504,False
0.14,False,0.5330428187842301,0.4040424929841922,1.3706815,False
0.895,False,0.2824151314068691,0.40959947306956446,0.72621036,False
0.3,False,0.4710622274757962,0.3990064338653751,1.2113029,False
0.275,False,0.46070993741753635,0.38131899431106137,1.1846827,False
0.06,False,0.6241050743473219,0.4446458210036643,1.6048416,False
0.315,False,0.5790885859482843,0.5042064035229094,1.489085,False
0.23,False,0.5469832092935084,0.4564859375165685,1.4065282,False
0.33,False,0.47331573505756575,0.4159854579510931,1.2170976,False
0.03,True,0.6854699624503697,0.4406228156474868,1.762637,False
0.865,False,0.34090249849963117,0.4978552018981812,0.8766064,False
0.48,False,0.372008117150888,0.37012056042229363,0.9565923,False
0.15,False,0.516840300598606,0.40040194928594414,1.3290179,False
0.585,False,0.4430740548731654,0.4595097983633515,1.1393332,False
0.005,True,0.7450602833324903,0.47206863226357565,1.9158694,False
0.12,False,0.5918865647922046,0.4501651719318589,1.521994,False
0.98,False,0.24872193921036553,0.5170683689178873,0.6395707,False
0.02,True,0.7651616420616801,0.4765917344248638,1.9675585,False
0.975,False,0.23514453502593305,0.5035618874956775,0.60465735,False
0.975,False,0.25282280120253353,0.5092126636869652,0.6501158,False
0.995,False,0.16505855948458562,0.5200270751473047,0.4244363,False
0.94,False,0.2966221098358052,0.4794755737553652,0.7627426,False
0.13,False,0.6173753255440229,0.45325202708498535,1.5875366,False
0.485,False,0.45782750953905166,0.4588449025314866,1.1772708,False
0.525,False,0.451948099511065,0.44645100403930704,1.1621523,False
0.04,True,0.6757107150414511,0.46531375115491125,1.7375418,False
1.0,False,0.22381720916033454,0.5216155123181422,0.57553,False
0.49,False,0.49195172654562186,0.4834048041680274,1.2650187,False
0.79,False,0.39998100812202175,0.5112641557671604,1.0285226,False
0.255,False,0.5013447562771586,0.4091828500694738,1.2891722,False
0.485,False,0.47638392626465326,0.47178484697116924,1.2249873,False
0.04,True,0.7010279771259431,0.49120842401002546,1.8026434,False
0.18,False,0.569827213321858,0.45645387983123237,1.4652699,False
0.985,False,0.18347115106221443,0.5040151824719457,0.47178295,False
0.255,False,0.6143441113708461,0.5144222438550968,1.579742,False
0.96,False,0.2493840675863924,0.5078904488127576,0.6412733,False
0.12,False,0.5943102227840917,0.4573360866299939,1.5282263,False
0.995,False,0.13011425253337439,0.4837444171974817,0.3345795,False
0.235,False,0.3541257445161836,0.29228128466094416,0.91060907,False
0.235,False,0.5139128194990928,0.4293822661210417,1.32149,False
0.165,False,0.563567892036328,0.4463380105349351,1.4491745,False
0.17,False,0.6212443809544579,0.48685312484664894,1.5974855,False
0.975,False,0.2598704323918052,0.5060595744016425,0.6682383,False
0.68,False,0.4133452049229503,0.4907591166011179,1.0628877,False
0.99,False,0.2245284573939388,0.5052476536732659,0.5773589,False
0.96,False,0.23469743553646913,0.5109808724488716,0.6035077,False
0.47,False,0.47143783974380643,0.469913247911235,1.2122687,False
0.78,False,0.4142265217607779,0.5132726217376592,1.065154,False
1.0,False,0.13250408570315356,0.5021723057393096,0.3407248,False
0.76,False,0.37578506093077163,0.4879180792580154,0.9663044,False
0.95,False,0.23759986358290225,0.44261179336829626,0.6109711,False
0.975,False,0.2559727371534194,0.5118454912286646,0.6582156,False
0.76,False,0.387952208912142,0.47675461173480954,0.9975914,False
0.335,False,0.49950027985921913,0.4506237277578166,1.2844293,False
0.235,False,0.513309594321006,0.41388219329607545,1.3199389,False
0.19,False,0.611263247436953,0.48952263358850623,1.5718198,False
0.69,False,0.3340244085660148,0.38792467271817294,0.8589199,False
0.25,False,0.6086445586517373,0.513008386959704,1.565086,False
0.905,False,0.29626331783281845,0.49018079866837466,0.76181996,False
0.77,False,0.39805703782743496,0.4815374108897343,1.0235752,False
0.96,False,0.29434967436031434,0.49893122361493786,0.7568992,False
0.805,False,0.3848777325126441,0.5112644246751151,0.9896856,False
0.555,False,0.47345027434198417,0.48848186020256834,1.2174436,False
0.925,False,0.3140461632694245,0.484762505204887,0.8075473,False
0.355,False,0.4641449950019136,0.4176531435832875,1.1935157,False
0.245,False,0.5045772857319349,0.43254640799137006,1.2974844,False
0.455,False,0.4463457352467458,0.4385560213254322,1.1477462,False
0.18,False,0.5799712748500038,0.4645979270243059,1.4913547,False
0.58,False,0.41293580579260314,0.4358878553760749,1.0618349,False
0.375,False,0.5368590872283058,0.4922340508049274,1.3804948,False
0.805,False,0.3726847786070552,0.5144059266687955,0.9583323,False
0.88,False,0.35237090198297105,0.5045400721970486,0.9060966,False
0.92,False,0.2820147326406131,0.4949680464573048,0.72518075,False
0.71,False,0.39790240345562033,0.45540807717016907,1.0231776,False
0.975,False,0.24482656128899705,0.47089938549755556,0.62955403,False
0.805,False,0.35496236003620485,0.46238243059576734,0.9127604,False
0.11,False,0.5359570422677218,0.39643699792309023,1.3781753,False
0.915,False,0.31307735194639874,0.4822744121570418,0.80505604,False
0.935,False,0.2778967345655896,0.4544505264110302,0.7145916,False
0.975,False,0.23615331781110932,0.47750326948661803,0.6072514,False
0.645,False,0.460091158699999,0.49612086556239393,1.1830915,False
0.92,False,0.31357576554218336,0.4980255816608366,0.80633765,False
0.665,False,0.4471539798283632,0.4980381736208629,1.1498245,False
0.95,False,0.27245780226954525,0.511133523739255,0.70060575,False
1.0,False,0.1847857109095152,0.49088063838420437,0.47516325,False
0.99,False,0.19050725403216734,0.5105816666200913,0.4898758,False
0.985,False,0.219380338683081,0.5019415821712829,0.5641209,False
0.985,False,0.2078918681300167,0.5055325867956407,0.5345791,False
0.95,False,0.2637663490457629,0.49650240171706156,0.67825633,False
0.485,False,0.45806400647008516,0.4535645807541294,1.1778789,False
0.945,False,0.3117891483115276,0.511985554927103,0.8017435,False
0.175,False,0.49131120547189383,0.37812514311308054,1.2633717,False
0.685,False,0.4076020926766704,0.45445912992874987,1.0481197,False
0.44,False,0.5197975967397238,0.4991867132280378,1.3366224,False
0.605,False,0.45558697645485474,0.4965045804744538,1.1715094,False
1.0,False,0.15476479560258163,0.5148416262728025,0.39796662,False
0.8,False,0.3201064075624789,0.4123649211493133,0.8231308,False
0.935,False,0.22441967867713183,0.41515522087829043,0.5770792,False
0.285,False,0.5329978395073715,0.4546151558986289,1.3705659,False
0.99,False,0.21927640727548503,0.4910835448049061,0.5638536,False
0.565,False,0.4660216831988653,0.4983144506807973,1.1983415,False
0.71,False,0.4283532664943285,0.5096926998445277,1.1014798,False
0.42,False,0.4142912194576119,0.3839990210852114,1.0653203,False
0.935,False,0.2821929618819762,0.4767634784182528,0.72563905,False
0.985,False,0.22066261523651076,0.5048326079373163,0.56741816,False
0.83,False,0.33527058253925196,0.46171102094963345,0.8621244,False
0.44,False,0.3824166466666254,0.3559140684954821,0.9833571,False
0.29,False,0.5375569559502745,0.47357629863476,1.3822893,False
0.86,False,0.358749058388898,0.5037249791042469,0.9224976,False
0.835,False,0.3141965751207484,0.46710226382198294,0.80793405,False
0.115,False,0.5603979785603873,0.4093147715082232,1.4410233,False
0.055,False,0.6609807931306629,0.4710073109086119,1.699665,False
0.96,False,0.19633252676079208,0.3678063671209761,0.5048551,False
0.945,False,0.308367923556263,0.5191309692888562,0.7929461,False
0.3,False,0.4251826006899905,0.36986745031647694,1.0933267,False
0.09,False,0.5726361864925984,0.4291977653572993,1.472493,False
0.335,False,0.48675988458977515,0.4372286452742148,1.2516683,False
0.925,False,0.1992014472200642,0.3329984793795959,0.5122323,False
0.195,False,0.5882437068818468,0.47330359676476813,1.5126266,False
0.025,True,0.7345483712831093,0.4691239109427612,1.8888386,False
0.345,False,0.43794842888962393,0.39103608439425075,1.1261531,False
0.6,False,0.36996309107172665,0.400888329826137,0.95133364,False
0.395,False,0.4528227664173869,0.4078832588903233,1.1644014,False
0.115,False,0.5944700893424499,0.449746142832153,1.5286374,False
0.245,False,0.5179209815998078,0.44534812705814947,1.3317968,False
0.27,False,0.526407568430486,0.4594911111789466,1.3536195,False
0.615,False,0.38756375298524165,0.4310368581106273,0.9965925,False
0.155,False,0.5408881035576255,0.4258833866827262,1.3908551,False
0.225,False,0.4606633437854082,0.3834362168123722,1.1845629,False
0.205,False,0.5252759152551817,0.4308208556773614,1.3507094,False
0.205,False,0.5294445315184708,0.43411333309217937,1.3614287,False
0.96,False,0.2547192812824293,0.5105846076167706,0.65499246,False
0.175,False,0.5586400957818533,0.44562397594952513,1.436503,False
0.985,False,0.2211184338418604,0.5049543025763369,0.5685903,False
0.4,False,0.4496396197799917,0.4143635629143518,1.1562161,False
0.37,False,0.41866852254328507,0.38033695894091135,1.0765762,False
0.185,False,0.566029005484899,0.446597229163139,1.4555031,False
0.835,False,0.34323401221186195,0.4731083624925471,0.88260174,False
0.47,False,0.33813989167023506,0.3358844785183649,0.8695026,False
0.19,False,0.5241498157254243,0.4202045055373649,1.3478138,False
0.415,False,0.4767690014152842,0.4462124548213936,1.2259774,False
0.68,False,0.35665021963699745,0.40829523489502423,0.91710055,False
0.355,False,0.5043861355041241,0.4521865594980675,1.2969929,False
0.015,True,0.7117214485091096,0.46871346334688624,1.8301408,False
0.025,True,0.6552465374241627,0.4333593567933455,1.6849197,False
0.115,False,0.439620230235418,0.3116194576657091,1.130452,False
0.105,False,0.5718152279505987,0.42741262132332464,1.470382,False
0.065,False,0.5434606742620712,0.3878856953466018,1.3974704,False
0.54,False,0.4428500635075884,0.45529585354927865,1.1387573,False
0.295,False,0.39428852626062993,0.3406537528582681,1.0138848,False
0.185,False,0.5457438840946899,0.43734050598330115,1.4033414,False
0.05,False,0.6694663572385988,0.46628742164766607,1.7214849,False
0.15,False,0.6025589218244002,0.47217461508294495,1.5494373,False
0.26,False,0.5362540017726334,0.4517253693512802,1.3789389,False
0.17,False,0.6084577379201136,0.4719825862974228,1.5646056,False
0.055,False,0.6007160466908704,0.4148875170842906,1.5446984,False
0.99,False,0.19717929960264463,0.43148961375620426,0.5070325,False
0.18,False,0.5850918792693656,0.4518121619269544,1.504522,False
0.185,False,0.540957737779722,0.43775940424623694,1.3910341,False
1.0,False,0.1650505934058701,0.4973273811374546,0.4244158,False
0.255,False,0.37669038987661646,0.3010748866527785,0.96863246,False
0.22,False,0.43536836204692614,0.3418632541229718,1.1195186,False
